time,msl_tpa_corr_filt_dtrd,mei
2002-09-30,0.16441636879988053,0.148
2002-10-31,0.10426621064054516,0.144
2002-11-30,0.1253992713935041,0.144
2002-12-31,0.1458535219705041,0.15800000000000003
2003-01-31,0.2112065241293674,0.13999999999999999
2003-02-28,0.24212454102519984,0.11200000000000002
2003-03-31,0.22380431725758854,0.11399999999999999
2003-04-30,0.16929568067506223,-0.008
2003-05-31,0.1273237202857679,-0.10200000000000001
2003-06-30,0.0936469888260735,-0.044000000000000004
2003-07-31,0.05982368186584033,-0.014000000000000002
2003-08-31,0.10859614316888014,-0.008
2003-09-30,0.1672584621364141,0.028000000000000004
2003-10-31,0.15004636800094745,0.06
2003-11-30,0.10662087950879631,0.072
2003-12-31,0.11839488811145919,0.036
2004-01-31,0.12481488042798006,0.024
2004-02-29,0.15643621245205636,-0.03
2004-03-31,0.1277139762253448,-0.1
2004-04-30,0.09260219757968358,-0.057999999999999996
2004-05-31,0.06959382780433288,-0.07600000000000001
2004-06-30,0.03978097829989195,-0.010000000000000002
2004-07-31,0.05586658333622054,0.074
2004-08-31,0.05993962402326858,0.13799999999999998
2004-09-30,0.058612638750945224,0.10200000000000001
2004-10-31,0.028612971366615624,0.06
2004-11-30,0.023834771756175856,0.08800000000000001
2004-12-31,0.04349863770064886,0.098
2005-01-31,0.1780353786858342,0.020000000000000004
2005-02-28,0.24340369342961807,0.11200000000000002
2005-03-31,0.2530068265110003,0.15000000000000002
2005-04-30,0.23714809416878496,0.026000000000000002
2005-05-31,0.25070735874417804,0.028000000000000004
2005-06-30,0.276445387711302,0.028000000000000004
2005-07-31,0.2134798030555345,-0.016
2005-08-31,0.1694143737776443,-0.006
2005-09-30,0.1463689508841682,-0.016
2005-10-31,0.23663875597414546,-0.16000000000000003
2005-11-30,0.3011960498599521,-0.16000000000000003
2005-12-31,0.2892572392996982,-0.144
2006-01-31,0.21455490036549635,-0.134
2006-02-28,0.10475546229667146,-0.1
2006-03-31,0.068194082669676,-0.11599999999999999
2006-04-30,0.08022584814626725,-0.15400000000000003
2006-05-31,0.1636689008275134,-0.06
2006-06-30,0.24131465227460397,-0.012
2006-07-31,0.20214310284372844,0.03
2006-08-31,0.21897029161493792,0.11399999999999999
2006-09-30,0.2338000784220938,0.126
2006-10-31,0.23314283827873652,0.124
2006-11-30,0.1274630519311181,0.166
2006-12-31,0.005335370575750886,0.11200000000000002
2007-01-31,-0.020828288533916606,0.122
2007-02-28,0.005766903671768376,0.09200000000000001
2007-03-31,0.09543309819479973,-0.026000000000000002
2007-04-30,0.1317602630320991,-0.094
2007-05-31,0.08258974957210655,-0.13
2007-06-30,-0.042872400280862165,-0.196
2007-07-31,-0.12531155050479867,-0.13
2007-08-31,-0.16924054372302139,-0.18000000000000002
2007-09-30,-0.17136043279560909,-0.22999999999999998
2007-10-31,-0.1094369207274383,-0.238
2007-11-30,-0.08286252062020054,-0.238
2007-12-31,-0.06902284923332261,-0.254
2008-01-31,-0.14109957651039123,-0.22400000000000003
2008-02-29,-0.1473961404062706,-0.248
2008-03-31,-0.15618431777691058,-0.31400000000000006
2008-04-30,-0.03534777037906665,-0.254
2008-05-31,0.05919869928423864,-0.192
2008-06-30,0.14061846705775097,-0.16200000000000003
2008-07-31,0.035955578480053416,-0.188
2008-08-31,-0.0991883276009105,-0.198
2008-09-30,-0.1587281785697364,-0.202
2008-10-31,-0.11166048649479876,-0.22999999999999998
2008-11-30,-0.014887606306022861,-0.22599999999999998
2008-12-31,-0.01964943924227782,-0.21600000000000003
2009-01-31,-0.07928996193995275,-0.198
2009-02-28,-0.088142163032974,-0.17600000000000002
2009-03-31,-0.05190056254952182,-0.17800000000000002
2009-04-30,-0.0017998471611598177,-0.136
2009-05-31,-0.018425402460227502,-0.126
2009-06-30,-0.03131254477727126,0.05
2009-07-31,-0.012291033280269658,0.11599999999999999
2009-08-31,0.07641242031048776,0.10800000000000001
2009-09-30,0.19883742621523764,0.082
2009-10-31,0.2560442495291667,0.122
2009-11-30,0.23405819333319045,0.236
2009-12-31,0.11925694612617192,0.21200000000000002
2010-01-31,0.03940926000966556,0.20600000000000002
2010-02-28,-0.004796258964956479,0.268
2010-03-31,-0.02891815778855502,0.256
2010-04-30,-0.01598355858842453,0.084
2010-05-31,0.030265401721882766,-0.094
2010-06-30,0.07010324541979714,-0.34
2010-07-31,-0.022611428586385075,-0.49000000000000005
2010-08-31,-0.2099364253537793,-0.49000000000000005
2010-09-30,-0.32173515270432346,-0.48200000000000004
2010-10-31,-0.36337696737956265,-0.442
2010-11-30,-0.39540306608615905,-0.41600000000000004
2010-12-31,-0.46716103939064413,-0.388
2011-01-31,-0.5636679323153203,-0.37200000000000005
2011-02-28,-0.6572598045639616,-0.328
2011-03-31,-0.771858907905532,-0.36400000000000005
2011-04-30,-0.8111360672423032,-0.37200000000000005
2011-05-31,-0.729795432294317,-0.27
2011-06-30,-0.6388691887945995,-0.22599999999999998
2011-07-31,-0.5206143433281625,-0.17400000000000002
2011-08-31,-0.5201639636245659,-0.17800000000000002
2011-09-30,-0.4751296087242551,-0.236
2011-10-31,-0.49771392694190125,-0.286
2011-11-30,-0.40246056361708044,-0.266
2011-12-31,-0.27055452294611726,-0.248
2012-01-31,-0.11755820941162085,-0.22400000000000003
2012-02-29,-0.07055021729261454,-0.142
2012-03-31,-0.1028041505641724,-0.11200000000000002
2012-04-30,-0.11025804676905224,-0.096
2012-05-31,-0.038864591917115374,-0.08000000000000002
2012-06-30,0.09818684370395517,-0.028000000000000004
2012-07-31,0.15790669644192262,0.074
2012-08-31,0.1560242796683454,0.006
2012-09-30,0.15135245629702893,-0.054000000000000006
2012-10-31,0.17841213417380075,-0.05
2012-11-30,0.24253149985399106,-0.034
2012-12-31,0.25722992823601987,0.0
2013-01-31,0.27963795381556905,-0.0
2013-02-28,0.31547500511751425,-0.008
2013-03-31,0.2844604265571988,-0.034
2013-04-30,0.20618067845978913,-0.08800000000000001
2013-05-31,0.02869010057745598,-0.17400000000000002
2013-06-30,-0.0882634880033251,-0.22200000000000003
2013-07-31,-0.21127033303031695,-0.15800000000000003
2013-08-31,-0.3042911994945207,-0.09200000000000001
2013-09-30,-0.3188888399606988,-0.074
2013-10-31,-0.24822109338829534,-0.04000000000000001
2013-11-30,-0.22524009471800924,-0.032
2013-12-31,-0.2461471508405019,-0.052000000000000005
2014-01-31,-0.22611066987994305,-0.098
2014-02-28,-0.14335024475049493,-0.09000000000000001
2014-03-31,-0.15596507428457188,-0.038000000000000006
2014-04-30,-0.27140607832540053,-0.048
2014-05-31,-0.31145736235383625,-0.052000000000000005
2014-06-30,-0.25123925560122584,-0.004
2014-07-31,-0.1546594005495166,0.07800000000000001
2014-08-31,-0.14008588953531528,0.042
2014-09-30,-0.1296829951702776,-0.018
2014-10-31,-0.18441379910899797,0.008
2014-11-30,-0.15528605417135283,0.06
2014-12-31,-0.11364214668037391,0.064
2015-01-31,0.08172995715951145,0.034
2015-02-28,0.19486176725462484,-0.008
2015-03-31,0.25111036702138845,0.012
2015-04-30,0.18728233482489856,0.10400000000000001
2015-05-31,0.20711454568704682,0.244
2015-06-30,0.2628492884402519,0.34800000000000003
2015-07-31,0.3788088975243042,0.332
2015-08-31,0.4775959714694736,0.37000000000000005
2015-09-30,0.5645695114778931,0.42800000000000005
2015-10-31,0.5750855289247895,0.42400000000000004
2015-11-30,0.4883445875384183,0.37400000000000005
2015-12-31,0.40852278588368307,0.388
2016-01-31,0.4517243844417109,0.38
2016-02-29,0.5208420597725805,0.35000000000000003
2016-03-31,0.5134847947783484,0.26
2016-04-30,0.37651470636333356,0.246
2016-05-31,0.3415169086569321,0.22999999999999998
2016-06-30,0.27437171361454915,0.032
2016-07-31,0.2039712625369603,-0.10200000000000001
2016-08-31,0.07933889702601107,-0.042
2016-09-30,0.039573572430774105,-0.05600000000000001
2016-10-31,0.1534165152383153,-0.094
2016-11-30,0.2069457212548727,-0.06
2016-12-31,0.1813046975468154,-0.032
2017-01-31,0.02203428041386246,-0.046000000000000006
2017-02-28,-0.06482972771914604,-0.05
2017-03-31,-0.04773410936936671,-0.094
2017-04-30,-0.0690462364176426,-0.072
2017-05-31,-0.11209050933369155,-0.020000000000000004
2017-06-30,-0.13147072363052956,-0.11399999999999999
2017-07-31,-0.04153968484535113,-0.17200000000000001
2017-08-31,0.029107527118300426,-0.17800000000000002
2017-09-30,0.049202760631962404,-0.168
2017-10-31,0.11662877851451725,-0.124
2017-11-30,0.16033694826057426,-0.10800000000000001
2017-12-31,0.17143246465914785,-0.136
2018-01-31,0.06781381314538067,-0.15200000000000002
2018-02-28,-0.0293458591895714,-0.15000000000000002
2018-03-31,-0.12956745000383307,-0.18400000000000002
2018-04-30,-0.18156706890865734,-0.27
2018-05-31,-0.20800889788896768,-0.17800000000000002
2018-06-30,-0.1632023995782376,-0.122
2018-07-31,-0.14404518091326396,-0.068
2018-08-31,-0.0773293975744167,0.026000000000000002
2018-09-30,-0.014201290745411654,0.098
2018-10-31,0.02365065197161158,0.07600000000000001
2018-11-30,-0.02808396036980838,0.038000000000000006
2018-12-31,-0.050830842107652076,0.026000000000000002
2019-01-31,-0.03400601255751638,0.008
2019-02-28,0.06255863124952299,0.09200000000000001
2019-03-31,0.07318582359181676,0.142
2019-04-30,0.09542707230719998,0.057999999999999996
2019-05-31,0.08818987872453618,0.04000000000000001
2019-06-30,0.1341693748518722,0.05600000000000001
2019-07-31,0.19287043727770908,0.04000000000000001
2019-08-31,0.2548858666868227,0.052000000000000005
2019-09-30,0.20171177290445713,0.026000000000000002
2019-10-31,0.1353982215068882,0.044000000000000004
2019-11-30,0.04218852468561494,0.08800000000000001
2019-12-31,-0.05035175168525967,0.08000000000000002
2020-01-31,-0.09558854172632607,0.044000000000000004
2020-02-29,-0.14579160636043298,0.026000000000000002
2020-03-31,-0.10680191247457457,0.018
2020-04-30,-0.10014673357025003,-0.028000000000000004
2020-05-31,-0.05647101563548347,-0.072
2020-06-30,-0.006732538841211522,-0.17400000000000002
2020-07-31,-0.019338812824443607,-0.17600000000000002
2020-08-31,-0.05673727042224641,-0.188
2020-09-30,-0.061146820214560194,-0.242
2020-10-31,-0.058085274232999494,-0.238
2020-11-30,-0.06632054799319036,-0.22799999999999998
2020-12-31,-0.0575286761080676,-0.23199999999999998
2021-01-31,-0.09678072804248927,-0.236
2021-02-28,-0.11660652537244687,-0.18600000000000003
2021-03-31,-0.12824561460527945,-0.16200000000000003
2021-04-30,-0.11805486880244871,-0.20800000000000002
2021-05-31,-0.08290530291742045,-0.23199999999999998
2021-06-30,-0.07931772461751194,-0.258
2021-07-31,-0.02604507057038887,-0.30600000000000005
2021-08-31,-0.015475234040061991,-0.27
2021-09-30,-0.0006965039003532069,-0.29
2021-10-31,-0.02862206715478379,-0.30000000000000004
2021-11-30,-0.051799965235468905,-0.286
2021-12-31,-0.11403891588805663,-0.238
